# Botanical Bed Builder - curated native plant table. EDIT THIS FILE to change plants.
# Pipe-delimited ("|"). Lines starting with # are comments. Read by build_data.py.
# regions: NE=Northeast/Mid-Atlantic SE=Southeast MW=Midwest/Great Lakes GP=Great Plains
#          TX=Texas/S-Central SW=Southwest desert MTN=Rockies/Intermountain
#          PNW=Pacific Northwest CA=California FL=Florida/subtropical
# light: S=full sun(6h+) P=part shade(3-6h) H=shade(<3h)   moist: D=dry M=average W=moist/wet
# layer: STRUCT=structural SEASONAL=seasonal-theme MATRIX=groundcover GRASS FERN SHRUB FILLER
# lep = approximate Lepidoptera species supported at GENUS level (NWF / Tallamy). Verify by county.
# sb  = Y if a documented pollen-specialist bee host (Fowler & Droege).
id|sci|common|family|regions|zmin|zmax|light|moist|hmin|hmax|spread|spacing|bloom_start|bloom_end|colors|layer|form|lep|sb|hosts|wildlife|notes
melampodium_leucanthum|Melampodium leucanthum|Blackfoot Daisy|Asteraceae|SW,TX,GP|5|10|S|D|8|14|18|15|3|10|white|MATRIX|mound|10|||deer_resistant|A neat white-daisy cushion blooming most of the year. Demands perfect drainage.
zinnia_grandiflora|Zinnia grandiflora|Plains Zinnia|Asteraceae|SW,GP,TX|4|9|S|D|4|8|18|12|6|9|yellow|MATRIX|mat|10|||deer_resistant|A rhizomatous 6 inch mat solid with papery gold flowers. Thrives on pure neglect.
eriogonum_wrightii|Eriogonum wrightii|Wright's Buckwheat|Polygonaceae|SW,CA,TX|5|10|S|D|10|18|24|18|7|10|white-pink|MATRIX|mound|30|Y|Blues and Coppers|deer_resistant|A silver mound with a haze of tiny flowers aging to rust. A key desert butterfly host.
chrysactinia_mexicana|Chrysactinia mexicana|Damianita|Asteraceae|TX,SW|7|10|S|D|12|24|24|18|4|10|yellow|MATRIX|mound|10|||deer_resistant;evergreen|An aromatic evergreen needle mound topped with gold daisies. Excellent in limestone gravel.
hesperaloe_parviflora|Hesperaloe parviflora|Red Yucca|Asparagaceae|TX,SW|5|11|S|D|24|48|36|36|4|9|coral|STRUCT|spiky|0|||hummingbird;evergreen;winter_structure|An evergreen strappy fountain with 5 ft coral spikes. A hummingbird magnet all summer.
agave_parryi|Agave parryi|Parry's Agave|Asparagaceae|SW,TX|5|10|S|D|18|30|30|30|0|0|none|STRUCT|rosette|0|||evergreen;winter_structure|A perfect blue-grey artichoke rosette: the strongest single focal form in a desert bed.
yucca_rostrata|Yucca rostrata|Beaked Yucca|Asparagaceae|TX,SW|5|10|S|D|36|96|48|48|5|6|cream|STRUCT|rosette|5|||evergreen;winter_structure|A silver-blue sphere of fine leaves atop a trunk. Cold hardy and strongly architectural.
nolina_texana|Nolina texana|Texas Sacahuista|Asparagaceae|TX,SW|6|10|S,P|D|18|36|48|42|4|6|cream|STRUCT|fountain|0|||evergreen;winter_structure|An evergreen grass-like fountain that reads as a grass but never needs cutting back.
asclepias_asperula|Asclepias asperula|Antelope Horns Milkweed|Apocynaceae|SW,TX,GP,MTN|5|10|S|D|12|24|24|18|4|7|cream-green|SEASONAL|umbel|12|Y|Monarch;Queen|deer_resistant|The key monarch host across the arid Southwest. Sprawling clumps with chartreuse umbels.
berlandiera_lyrata|Berlandiera lyrata|Chocolate Flower|Asteraceae|SW,TX,GP|4|9|S|D|12|24|24|18|4|10|yellow|MATRIX|daisy|10|||deer_resistant|Smells distinctly of cocoa each morning. Green-backed maroon discs after the petals drop.
glandularia_gooddingii|Glandularia gooddingii|Goodding's Verbena|Verbenaceae|SW,TX,CA|6|10|S|D|10|18|24|18|3|10|lavender|MATRIX|mat|10||Common Buckeye|deer_resistant|A nearly everblooming lavender mat in the desert Southwest. Shear to refresh it.
salvia_greggii|Salvia greggii|Autumn Sage|Lamiaceae|TX,SW|6|10|S,P|D|24|36|30|24|4|11|red-pink|SHRUB|mound|3|||hummingbird;deer_resistant|Blooms spring to frost. The essential hummingbird subshrub of Texas and the Southwest.
salvia_farinacea|Salvia farinacea|Mealy Blue Sage|Lamiaceae|TX,SW,GP|7|10|S|D,M|18|36|24|18|4|10|violet-blue|SEASONAL|spike|3|||deer_resistant|Violet spikes over grey-green leaves for most of the year. Tough and self-sowing.
oenothera_lindheimeri|Oenothera lindheimeri|Gaura|Onagraceae|TX,SW,SE|5|9|S|D,M|24|48|30|24|5|10|white-pink|FILLER|airy|10|Y|Primrose Moth|deer_resistant|Butterfly-like flowers dance on wiry stems for months. Use as an airy veil, not a mass.
tetraneuris_scaposa|Tetraneuris scaposa|Four-nerve Daisy|Asteraceae|TX,SW,GP|4|10|S|D|6|12|12|10|3|11|yellow|MATRIX|tuft|10|||deer_resistant;evergreen|An evergreen grassy tuft with gold daisies on bare stems nearly all year. Tiny and tough.
penstemon_baccharifolius|Penstemon baccharifolius|Rock Penstemon|Plantaginaceae|TX,SW|7|10|S|D|18|30|24|18|6|10|rose-red|SEASONAL|spike|8|Y||hummingbird;deer_resistant|Glossy leathery leaves and rose-red tubes on limestone. Blooms through summer heat.
anisacanthus_quadrifidus|Anisacanthus quadrifidus var. wrightii|Flame Acanthus|Acanthaceae|TX,SW|7|11|S,P|D|24|48|36|36|6|10|orange-red|SHRUB|airy|5||Crimson Patch;Texan Crescentspot|hummingbird;deer_resistant|Blooms in the worst heat of a Texas summer, with fine twiggy winter structure.
bouvardia_ternifolia|Bouvardia ternifolia|Firecracker Bush|Rubiaceae|SW,TX|7|10|P,S|D,M|24|36|30|24|6|10|scarlet|SHRUB|mound|5|||hummingbird|Scarlet trumpets from summer to frost in filtered shade. A top Southwestern hummingbird shrub.
berberis_trifoliolata|Berberis trifoliolata|Agarita|Berberidaceae|TX,SW|7|10|S,P|D|36|72|60|60|2|4|yellow|SHRUB|spiky|10|||birdseed;evergreen;deer_resistant|Blue-grey evergreen holly-like foliage, fragrant early flowers, red fruit. Deer proof.
wedelia_texana|Wedelia texana|Zexmenia|Asteraceae|TX,SW|7|10|S,P|D|18|36|30|24|4|11|yellow-orange|MATRIX|mound|10||Bordered Patch|deer_resistant|Blooms from spring to frost with no irrigation. Tough enough for part shade under mesquite.
rivina_humilis|Rivina humilis|Pigeonberry|Petiveriaceae|TX,SW,SE,FL|8|11|H,P|D,M|12|24|24|18|4|10|white-pink|MATRIX|mound|5|||birdseed|Blooms and fruits at once for months in dry shade. Translucent red berries feed birds.
malvaviscus_drummondii|Malvaviscus arboreus var. drummondii|Turk's Cap|Malvaceae|TX,SE,SW|7|10|H,P|D,M|36|60|48|42|5|11|red|SHRUB|mound|10|Y|Turk's-cap White-skipper|hummingbird;birdseed|Furled scarlet turbans all summer in deep shade. The premier hummingbird plant for Southern shade.
salvia_roemeriana|Salvia roemeriana|Cedar Sage|Lamiaceae|TX,SW|7|9|H,P|D|10|18|18|15|4|6|scarlet|MATRIX|mound|3|||hummingbird|Scarlet whorls over scalloped leaves in dry limestone shade. Reseeds gently into colonies.
capsicum_annuum_glabriusculum|Capsicum annuum var. glabriusculum|Chile Pequin|Solanaceae|TX,SW,FL|8|11|H,P|D,M|24|48|36|30|4|10|white|SHRUB|mound|5|||birdseed|Tiny fiery red peppers that mockingbirds strip. A rare fruiting shrub for dry shade.
aquilegia_chrysantha|Aquilegia chrysantha|Golden Columbine|Ranunculaceae|SW,MTN,TX|3|9|P,H|M|24|36|24|18|4|8|yellow|SEASONAL|airy|5|Y||hummingbird|Long-spurred gold flowers for shaded canyon-style beds. Surprisingly long blooming.
heuchera_sanguinea|Heuchera sanguinea|Coralbells|Saxifragaceae|SW,MTN|4|8|P,H|M|10|18|15|12|4|8|coral-red|MATRIX|mound|5|||hummingbird;evergreen|A true Arizona and New Mexico native: coral bells over evergreen rosettes in mountain shade.
# ---------- WEST: CALIFORNIA ----------
eschscholzia_californica|Eschscholzia californica|California Poppy|Papaveraceae|CA,PNW,SW|6|10|S|D|10|18|12|10|2|6|orange|FILLER|airy|5|||deer_resistant|A reseeding annual that fills a young bed with orange silk. Never fertilise or water it.
salvia_clevelandii|Salvia clevelandii|Cleveland Sage|Lamiaceae|CA|8|10|S|D|36|60|60|48|5|7|violet|SHRUB|mound|3|Y||hummingbird;deer_resistant;evergreen|The fragrance carries thirty feet on a warm evening. Whorled flower stalks dry to rattles.
salvia_spathacea|Salvia spathacea|Hummingbird Sage|Lamiaceae|CA|8|10|P,H|D,M|12|30|36|24|3|6|magenta|MATRIX|spike|3|||hummingbird;deer_resistant;evergreen|One of very few plants that spreads by rhizome in dry California shade. Fruity scent.
salvia_apiana|Salvia apiana|White Sage|Lamiaceae|CA|8|10|S|D|36|60|48|48|4|7|white|SHRUB|mound|3|Y||deer_resistant;evergreen|Luminous white evergreen foliage makes a strong pale accent. Absolutely no summer water.
epilobium_canum|Epilobium canum|California Fuchsia|Onagraceae|CA,SW,MTN|6|10|S|D|12|24|36|24|8|10|scarlet|SEASONAL|spreading|10|||hummingbird;deer_resistant|Erupts scarlet exactly when hummingbirds need fuel in late summer. Rhizomatous.
eriogonum_fasciculatum|Eriogonum fasciculatum|California Buckwheat|Polygonaceae|CA,SW|7|10|S|D|24|48|48|42|5|9|white-rust|SHRUB|mound|30|Y|Blues and Coppers|deer_resistant;evergreen|A keystone of California scrub, supporting an extraordinary range of bees and butterflies.
eriogonum_grande_rubescens|Eriogonum grande var. rubescens|Red-flowered Buckwheat|Polygonaceae|CA|8|10|S|D|10|18|18|15|6|9|rose|MATRIX|mound|30|Y|Blues and Coppers|deer_resistant;evergreen|Grey-green rosettes with rose pompoms. The perfect small-scale buckwheat for a front edge.
diplacus_aurantiacus|Diplacus aurantiacus|Sticky Monkeyflower|Phrymaceae|CA,PNW|7|10|S,P|D|24|48|36|30|3|8|apricot|SHRUB|mound|10||Common Buckeye;Variable Checkerspot|hummingbird;deer_resistant|Apricot trumpets over glossy resinous leaves. Blooms with essentially no summer water.
ceanothus_griseus|Ceanothus griseus var. horizontalis|Carmel Creeper|Rhamnaceae|CA|8|10|S,P|D|24|36|96|72|3|5|blue|SHRUB|spreading|40|Y|California Hairstreak;Pale Swallowtail|deer_resistant;evergreen;nfix|An evergreen blue-flowered bank cover. Yankee Point is the standard selection.
arctostaphylos_hookeri|Arctostaphylos hookeri|Monterey Manzanita|Ericaceae|CA|7|10|S,P|D|12|24|60|48|1|3|pink-white|SHRUB|spreading|200|Y|Brown Elfin|birdseed;evergreen|A keystone genus. Glossy evergreen carpet with mahogany stems and urn-shaped flowers.
heteromeles_arbutifolia|Heteromeles arbutifolia|Toyon|Rosaceae|CA|7|10|S,P|D|72|144|96|84|6|7|white|SHRUB|upright|110|Y||birdseed;evergreen|Evergreen with heavy red winter fruit for robins and waxwings. Screens beautifully.
iris_douglasiana|Iris douglasiana|Douglas Iris|Iridaceae|CA,PNW|7|10|P,S|D,M|12|24|24|18|3|5|violet|MATRIX|strappy|5|||deer_resistant;evergreen|Evergreen fans spread into colonies in coastal part shade. Many named hybrids exist.
heuchera_maxima|Heuchera maxima|Island Alumroot|Saxifragaceae|CA|8|10|P,H|D,M|18|30|24|18|2|5|pink-white|MATRIX|mound|5|||deer_resistant;evergreen|Large evergreen rosettes for dry California shade, with long-blooming pink sprays.
ribes_viburnifolium|Ribes viburnifolium|Catalina Currant|Grossulariaceae|CA|8|10|H,P|D|24|36|72|60|2|4|maroon|SHRUB|spreading|100|Y|Tailed Copper|birdseed;evergreen|The go-to evergreen groundcover for dry shade under California oaks.
ribes_sanguineum|Ribes sanguineum|Red-flowering Currant|Grossulariaceae|PNW,CA|5|9|P,S|D,M|60|108|72|60|2|4|pink-red|SHRUB|upright|100|Y|Tailed Copper|hummingbird;birdseed|The first nectar for returning rufous hummingbirds. Pendant pink tassels in late winter.
monardella_villosa|Monardella villosa|Coyote Mint|Lamiaceae|CA|7|10|S,P|D|10|18|18|15|6|8|lavender|MATRIX|mound|5|Y||deer_resistant|A powerfully minty grey mound with lavender pincushions. Extremely popular with bees.
erigeron_glaucus|Erigeron glaucus|Seaside Daisy|Asteraceae|CA,PNW|7|10|S,P|D,M|8|14|24|18|4|8|lavender|MATRIX|mat|20|Y||deer_resistant;evergreen|Thick evergreen paddles and lavender daisies. Thrives in wind, salt and poor soil.
symphyotrichum_chilense|Symphyotrichum chilense|Pacific Aster|Asteraceae|CA,PNW|7|10|S,P|D,M|12|30|30|24|7|10|violet|SEASONAL|daisy|100|Y|Pearl Crescent|birdseed|Late violet daisies, rhizomatous, tolerant of clay and coastal exposure.
asclepias_fascicularis|Asclepias fascicularis|Narrowleaf Milkweed|Apocynaceae|CA,PNW,MTN,SW|6|10|S|D,M|24|40|24|24|6|8|pale pink|SEASONAL|umbel|12|Y|Monarch|deer_resistant|The primary monarch host for western California. Rhizomatous; dies back hard in autumn.
asclepias_speciosa|Asclepias speciosa|Showy Milkweed|Apocynaceae|CA,PNW,MTN,GP,SW|3|9|S|D,M|24|48|30|30|5|8|pink|SEASONAL|umbel|12|Y|Monarch|winter_seedhead|Big velvety grey leaves and dramatic pink stars. A key western monarch host. Spreads.
lupinus_albifrons|Lupinus albifrons|Silver Bush Lupine|Fabaceae|CA|7|10|S|D|24|48|48|36|3|5|violet|SHRUB|mound|30|Y|Acmon Blue;Arrowhead Blue|deer_resistant;nfix|Silver palmate leaves and violet spires. Short lived, spectacular, and fixes nitrogen.
achillea_millefolium|Achillea millefolium|Common Yarrow|Asteraceae|CA,PNW,MTN,NE,MW,GP,SE|3|9|S,P|D,M|12|30|24|18|5|8|white|MATRIX|flat|10|Y||deer_resistant|A ferny mat with flat landing-pad flowers for tiny wasps and beneficial insects. Use local genotypes.
sisyrinchium_bellum|Sisyrinchium bellum|Western Blue-eyed Grass|Iridaceae|CA|7|10|S,P|M|8|16|10|10|2|5|blue-violet|MATRIX|tuft|5|||deer_resistant|Blue stars over grassy fans in late winter and spring, then summer dormant.
baccharis_pilularis|Baccharis pilularis|Coyote Brush|Asteraceae|CA,PNW|7|10|S|D|18|36|72|60|9|12|cream|SHRUB|spreading|30|Y||nest_cover;evergreen;winter_structure|Pigeon Point is a tough evergreen bank cover. Late bloom feeds an extraordinary range of insects.
erythranthe_cardinalis|Erythranthe cardinalis|Scarlet Monkeyflower|Phrymaceae|CA,SW,MTN,PNW|6|10|P,S|M,W|18|36|24|18|5|10|scarlet|SEASONAL|spike|5|||hummingbird|The western counterpart to cardinal flower: scarlet tubes for seeps, swales and shaded pond edges.
# ---------- WEST: PACIFIC NORTHWEST ----------
berberis_aquifolium|Berberis aquifolium|Tall Oregon Grape|Berberidaceae|PNW,CA,MTN|5|9|S,P,H|D,M|36|84|48|48|3|5|yellow|SHRUB|upright|10|Y||birdseed;evergreen|The Oregon state flower: holly-like evergreen, yellow flowers, blue fruit, bronze winter tint.
berberis_nervosa|Berberis nervosa|Cascade Oregon Grape|Berberidaceae|PNW|6|9|H,P|D,M|12|24|24|24|3|5|yellow|MATRIX|mat|10|Y||birdseed;evergreen|A low evergreen carpet for dry conifer shade where almost nothing grows. Very slow.
gaultheria_shallon|Gaultheria shallon|Salal|Ericaceae|PNW,CA|6|9|H,P|D,M|24|60|48|36|2|4|pink-white|SHRUB|spreading|200|Y|Brown Elfin|birdseed;evergreen|A keystone genus: leathery evergreen understory shrub with edible blue-black fruit.
vaccinium_ovatum|Vaccinium ovatum|Evergreen Huckleberry|Ericaceae|PNW,CA|7|9|P,H|M|36|84|48|48|4|5|pink-white|SHRUB|upright|200|Y|Brown Elfin|birdseed;evergreen|Bronze new growth on glossy evergreen tiers. A keystone genus with excellent fruit.
holodiscus_discolor|Holodiscus discolor|Oceanspray|Rosaceae|PNW,MTN,CA|5|9|S,P|D|72|144|72|72|6|7|cream|SHRUB|arching|80||Lorquin's Admiral;Spring Azure|birdseed;winter_structure|Foaming cream plumes age to tan and persist all winter. Very drought tolerant.
spiraea_douglasii|Spiraea douglasii|Douglas Spirea|Rosaceae|PNW,MTN|4|9|S,P|M,W|48|84|72|60|6|8|rose-pink|SHRUB|upright|80|||winter_structure|Rose-pink spires for wet ground. Suckers freely: ideal for swales and pond edges.
aquilegia_formosa|Aquilegia formosa|Western Red Columbine|Ranunculaceae|PNW,CA,MTN|3|9|P,H|M|18|36|18|15|5|8|red-yellow|FILLER|airy|5|Y||hummingbird|Nodding red-and-yellow lanterns in dappled shade. A key western hummingbird plant.
dicentra_formosa|Dicentra formosa|Pacific Bleeding Heart|Papaveraceae|PNW,CA|4|9|P,H|M|12|18|24|18|4|6|pink|MATRIX|mound|3|||deer_resistant|A blue-green ferny carpet with pink lockets. Spreads by rhizome, dormant in summer drought.
tellima_grandiflora|Tellima grandiflora|Fringecup|Saxifragaceae|PNW,CA|4|9|P,H|M|12|30|18|15|4|6|greenish-pink|MATRIX|mound|5|||deer_resistant;evergreen|Scalloped semi-evergreen leaves and tall fringed bells. Reliable in Northwest shade.
oxalis_oregana|Oxalis oregana|Redwood Sorrel|Oxalidaceae|PNW,CA|7|9|H|M|6|10|18|12|4|6|white-pink|MATRIX|mat|3||||A lush clover-like carpet for deep moist shade under conifers. Folds its leaves in bright sun.
asarum_caudatum|Asarum caudatum|Western Wild Ginger|Aristolochiaceae|PNW,CA|5|9|H,P|M|4|8|18|12|4|6|maroon|MATRIX|mat|3|||evergreen|A glossy evergreen heart-shaped carpet with curious long-tailed flowers at ground level.
vancouveria_hexandra|Vancouveria hexandra|Inside-out Flower|Berberidaceae|PNW,CA|5|9|H,P|D,M|8|16|24|15|5|6|white|MATRIX|mat|3|||deer_resistant|Delicate duck-foot leaves on wiry stems, spreading into a fine mat in dry shade.
camassia_leichtlinii|Camassia leichtlinii|Great Camas|Asparagaceae|PNW,CA|4|9|S,P|M|24|48|12|10|4|6|blue-cream|FILLER|spike|3|Y||deer_resistant|A bulb for soil that is wet in spring and dry in summer. Naturalises into blue rivers.
eriophyllum_lanatum|Eriophyllum lanatum|Oregon Sunshine|Asteraceae|PNW,CA,MTN|5|10|S|D|8|24|24|18|5|8|yellow|MATRIX|mound|10|Y||deer_resistant|A woolly silver mound topped with gold daisies. Needs lean soil and no summer irrigation.
sidalcea_malviflora|Sidalcea malviflora|Checkerbloom|Malvaceae|CA,PNW|6|9|S,P|D,M|12|24|18|15|4|7|pink|SEASONAL|mallow|10|Y|West Coast Lady|deer_resistant|Pink mallow cups on a low spreading plant. A host for painted lady relatives.
penstemon_serrulatus|Penstemon serrulatus|Cascade Penstemon|Plantaginaceae|PNW|4|9|S,P|M|18|30|18|18|6|8|blue-purple|SEASONAL|spike|8|Y||hummingbird|The easiest penstemon west of the Cascades: tolerates real garden moisture and clay.
fragaria_chiloensis|Fragaria chiloensis|Beach Strawberry|Rosaceae|PNW,CA|4|9|S,P|D,M|4|8|24|15|4|6|white|MATRIX|mat|70|Y|Two-banded Checkered-Skipper|birdseed;evergreen|A glossy evergreen strawberry runner: a tough walkable groundcover for sun or part shade.
armeria_maritima|Armeria maritima|Sea Thrift|Plumbaginaceae|PNW,CA,NE|4|8|S|D,M|6|12|12|10|4|7|pink|MATRIX|tuft|5|||deer_resistant;evergreen|Evergreen grassy cushions with pink drumsticks. Genuinely thrives in wind and salt spray.
# ---------- SOUTHEAST / FLORIDA SUBTROPICAL ----------
conoclinium_coelestinum|Conoclinium coelestinum|Blue Mistflower|Asteraceae|SE,FL,MW,TX|5|10|S,P|M,W|18|36|24|24|8|10|blue|SEASONAL|flat|40|Y||birdseed|A powder-blue autumn haze swarming with small butterflies. Rhizomatous: give it room.
salvia_coccinea|Salvia coccinea|Tropical Sage|Lamiaceae|SE,FL,TX|8|11|S,P|D,M|18|36|24|18|3|12|scarlet|SEASONAL|spike|3|||hummingbird|Blooms virtually year-round in Florida. Reseeds into gaps; the top hummingbird annual.
coreopsis_leavenworthii|Coreopsis leavenworthii|Leavenworth's Tickseed|Asteraceae|FL,SE|8|11|S|M,W|18|30|15|12|3|11|yellow|FILLER|daisy|10|Y||birdseed|The Florida state wildflower. Nearly everblooming; self-sows to drift through a bed.
pityopsis_graminifolia|Pityopsis graminifolia|Silkgrass|Asteraceae|SE,FL,TX|6|10|S|D|12|24|18|15|9|11|yellow|MATRIX|tuft|20|Y||deer_resistant;evergreen|Silvery silky grass-like tufts all year, then gold daisies in autumn. Superb edging.
gaillardia_pulchella|Gaillardia pulchella|Firewheel|Asteraceae|SE,FL,TX,GP,SW|8|11|S|D|12|24|18|15|4|11|red-yellow|FILLER|daisy|10|Y||deer_resistant|A salt- and sand-proof reseeding annual for coastal and Gulf beds. Continuous bloom.
asclepias_perennis|Asclepias perennis|Aquatic Milkweed|Apocynaceae|SE,FL,TX|7|10|P,S|M,W|12|24|18|15|4|10|white|SEASONAL|umbel|12|Y|Monarch;Queen|deer_resistant|A monarch host for wet shade, evergreen in the Deep South, blooming for months.
dyschoriste_oblongifolia|Dyschoriste oblongifolia|Twinflower|Acanthaceae|FL,SE|8|11|S,P|D,M|6|12|18|12|3|9|lavender|MATRIX|mat|5||Common Buckeye|deer_resistant|A low lavender-flowered mat, host for the common buckeye. A true Florida groundcover.
ruellia_caroliniensis|Ruellia caroliniensis|Wild Petunia|Acanthaceae|SE,FL,TX|6|11|S,P|D,M|12|24|18|15|4|10|lavender|MATRIX|mound|5||Common Buckeye;White Peacock|deer_resistant|Do not confuse with invasive Mexican petunia. This native host blooms for months.
stokesia_laevis|Stokesia laevis|Stokes' Aster|Asteraceae|SE,FL|5|9|S,P|M|12|24|18|18|5|8|blue|SEASONAL|daisy|20|Y||deer_resistant;evergreen|Large lavender-blue fringed daisies over evergreen rosettes. An excellent Southeastern edger.
liatris_gracilis|Liatris gracilis|Slender Blazing Star|Asteraceae|FL,SE|8|10|S|D|18|36|12|12|9|11|purple|SEASONAL|spike|10|Y||deer_resistant|Slender wands of purple in sandhill gardens in autumn. Excellent in pure sand.
helianthus_debilis|Helianthus debilis|Beach Sunflower|Asteraceae|FL,SE,TX|8|11|S|D|12|24|36|30|1|12|yellow|MATRIX|spreading|65|Y||birdseed|A sprawling everblooming sunflower for hot sand and salt: effectively a flowering groundcover.
solidago_sempervirens|Solidago sempervirens|Seaside Goldenrod|Asteraceae|NE,SE,FL|4|10|S|D,M|24|72|24|24|8|11|yellow|SEASONAL|spike|110|Y|Brown-hooded Owlet|birdseed;winter_seedhead|A salt-proof succulent-leaved goldenrod. Critical autumn fuel for monarchs on the coastal flyway.
# ---------- WIDE-RANGING GAP FILL ----------
heuchera_richardsonii|Heuchera richardsonii|Prairie Alumroot|Saxifragaceae|GP,MW,NE|3|8|S,P|D,M|12|30|18|15|5|6|greenish|MATRIX|mound|5|||deer_resistant|The prairie alumroot: takes full prairie sun as well as part shade. Very cold hardy.
polygonatum_biflorum|Polygonatum biflorum|Solomon's Seal|Asparagaceae|NE,SE,MW,GP|3|8|H,P|D,M|18|48|24|24|5|6|white|STRUCT|arching|5|||birdseed|Arching stems with dangling bells, then blue-black berries. Clear yellow fall colour in shade.
symphyotrichum_shortii|Symphyotrichum shortii|Short's Aster|Asteraceae|MW,SE,NE|4|8|P,H|D,M|24|40|24|24|9|10|blue-violet|SEASONAL|airy|100|Y|Pearl Crescent|birdseed|The best blue aster for limestone part shade, arching gracefully out of a woodland edge.
anemone_canadensis|Anemone canadensis|Canada Anemone|Ranunculaceae|NE,MW,GP,MTN|3|7|S,P|M,W|12|24|24|24|5|7|white|MATRIX|mat|5|||deer_resistant|A vigorously rhizomatous white-flowered carpet. Use it to hold difficult moist ground.
geum_triflorum|Geum triflorum|Prairie Smoke|Rosaceae|MW,GP,MTN,PNW,NE|3|8|S,P|D,M|8|18|15|12|4|6|pink-smoke|MATRIX|mound|20|Y||deer_resistant;evergreen|Nodding pink bells become feathery smoke-pink seedheads over a semi-evergreen rosette.
viola_sororia|Viola sororia|Common Blue Violet|Violaceae|NE,SE,MW,GP,TX|3|9|P,H,S|D,M|4|8|10|8|3|5|violet|MATRIX|mat|30|Y|Great Spangled Fritillary;Variegated Fritillary|deer_resistant|A keystone host genus for fritillary butterflies. It will colonise: use it as lawn and bed groundcover.
fragaria_virginiana|Fragaria virginiana|Wild Strawberry|Rosaceae|NE,SE,MW,GP,MTN,PNW|3|8|S,P|D,M|4|8|18|12|4|6|white|MATRIX|mat|70|Y|Grizzled Skipper|birdseed|A fast-running edible groundcover and high-value host genus. Excellent green mulch in sun.
antennaria_plantaginifolia|Antennaria plantaginifolia|Pussytoes|Asteraceae|NE,SE,MW,GP,MTN|3|8|S,P|D|3|8|18|12|4|6|white|MATRIX|mat|20||American Lady;Painted Lady|deer_resistant;evergreen|A flat silver evergreen mat for poor dry soil and paths. Host to the American lady butterfly.
sedum_ternatum|Sedum ternatum|Woodland Stonecrop|Crassulaceae|NE,SE,MW|4|8|H,P|D,M|3|8|18|12|4|5|white|MATRIX|mat|5||||The only eastern sedum for shade: a succulent evergreen carpet over rock, logs and dry slopes.
mitchella_repens|Mitchella repens|Partridgeberry|Rubiaceae|NE,SE,MW,FL|3|9|H,P|M|2|4|12|10|5|7|white-pink|MATRIX|mat|3|||birdseed;evergreen|A tiny evergreen vine forming flat mats in acid shade, with paired fragrant flowers and red fruit.
amsonia_hubrichtii|Amsonia hubrichtii|Threadleaf Bluestar|Apocynaceae|SE,TX,MW|5|9|S,P|D,M|30|40|36|30|4|5|pale blue|STRUCT|fine|5|||deer_resistant;fall_color|Fine needle texture all summer, then pure gold in autumn. Perennial Plant of the Year 2011.
amsonia_tabernaemontana|Amsonia tabernaemontana|Eastern Bluestar|Apocynaceae|NE,SE,MW,TX|3|9|S,P|M|24|36|30|30|4|5|pale blue|STRUCT|mound|5|||deer_resistant;fall_color|A shrub-like blue-green mound with steel-blue spring flowers and gold fall colour.
hibiscus_moscheutos|Hibiscus moscheutos|Rose Mallow|Malvaceae|NE,SE,MW,TX,FL|5|9|S,P|M,W|36|72|48|42|7|9|white-pink|STRUCT|bold|10|Y|Common Checkered-Skipper;Io Moth|hummingbird|Dinner-plate flowers in wet soil, and the sole host of the specialist rose-mallow bee.
pontederia_cordata|Pontederia cordata|Pickerelweed|Pontederiaceae|NE,SE,MW,TX,FL|3|10|S,P|W|24|48|24|24|6|9|blue-violet|STRUCT|strappy|5|Y||nest_cover|For standing water to 12 in deep. Host of specialist Melissodes bees; glossy arrow-shaped leaves.
verbena_hastata|Verbena hastata|Blue Vervain|Verbenaceae|NE,SE,MW,GP,MTN,PNW|3|8|S,P|M,W|36|60|24|24|7|9|violet-blue|SEASONAL|spike|5|Y|Common Buckeye|birdseed;winter_seedhead|A candelabra of violet spikes for wet sun. Specialist bee host; goldfinches strip the seed.
rudbeckia_laciniata|Rudbeckia laciniata|Cutleaf Coneflower|Asteraceae|NE,SE,MW,GP|3|9|P,S|M,W|48|96|36|36|7|9|yellow|STRUCT|bold|20|Y|Silvery Checkerspot|birdseed|Towering but graceful, and one of the best tall perennials for moist part shade.
